Body Name,Business Area and Description,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,1000,Manchester Leisure,Electricity,12/12/2024,1908671772,Haven Power Ltd,"£1,038.29"
Manchester City Council,1005,Adult Social Care,Temp Care- Resident,20/12/2024,1908679635,Pendleton Court,"£1,037.46"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908678149,Redacted Personal Information,"£1,037.03"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677993,Redacted Personal Information,"£1,035.45"
Manchester City Council,1005,Adult Social Care,Home Care ,05/12/2024,1908662202,Age UK Manchester,"£1,035.00"
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673655,The Care Company Plus Ltd,"£1,035.00"
Manchester City Council,1005,Adult Social Care,Home Care ,02/12/2024,1908658130,Be Caring Manchester,"£1,035.00"
Manchester City Council,1007,Corporate Services,General Office expenses,09/12/2024,1908666738,HIGH STREET VOUCHERS,"£1,034.75"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683937,Redacted Personal Information,"£1,034.47"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683938,Redacted Personal Information,"£1,034.47"
Manchester City Council,1004,Childrens & Education Services,Storage Costs,10/12/2024,5105964650,Iron Mountain,"£1,033.72"
Manchester City Council,1007,Corporate Services,WPS Awards,20/12/2024,5105966964,Furniture Resource Centre Ltd,"£1,032.33"
Manchester City Council,1000,Manchester Leisure,Catering,11/12/2024,5105965367,Manchester Central,"£1,030.50"
Manchester City Council,1004,Childrens & Education Services,Residential Care Homes Payments,13/12/2024,1908673199,Holden Knight Healthcare Temp Ltd,"£1,030.13"
Manchester City Council,1000,Manchester Leisure,Gas,20/12/2024,1908680715,SEFE ENERGY Ltd,"£1,029.50"
Manchester City Council,1000,Manchester Leisure,Water - Metered,29/01/2025,1908681036,United Utilities Water Plc,"£1,029.50"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,02/12/2024,1908658172,Creative Support Ltd,"£1,029.49"
Manchester City Council,1007,Corporate Services,Licences Purchase,02/01/2025,5105965018,Insight Direct (Uk) Ltd,"£1,028.18"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683465,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669296,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683676,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683128,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683109,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669297,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683697,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669309,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683161,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669301,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683597,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669308,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683952,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669236,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669306,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683950,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669294,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669299,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669293,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669305,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669289,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683126,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683168,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669295,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683649,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669298,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683762,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669291,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683394,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683119,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683143,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683120,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683895,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669313,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669310,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669303,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683113,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669304,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683905,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669307,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683483,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669290,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669302,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669300,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908684040,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683104,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669311,Redacted Personal Information,"£1,028.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683876,Redacted Personal Information,"£1,028.00"
Manchester City Council,1011,Chief Executives,Transport and Driver Hire,04/12/2024,5105964065,Redacted Personal Information,"£1,027.50"
Manchester City Council,1000,Manchester Leisure,Electricity,12/12/2024,1908671942,Haven Power Ltd,"£1,027.32"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683584,Redacted Personal Information,"£1,027.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668889,Redacted Personal Information,"£1,027.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,20/12/2024,1908679941,Foster Care Associates Limited,"£1,025.64"
Manchester City Council,1000,Manchester Leisure,Electricity,12/12/2024,1908671168,Haven Power Ltd,"£1,025.35"
Manchester City Council,1000,Manchester Leisure,Rents,20/12/2024,5105967444,Triple Bee Ltd,"£1,025.00"
Manchester City Council,1000,Manchester Leisure,Furniture,03/12/2024,5105963953,Rtech Group Limited,"£1,025.00"
Manchester City Council,1000,Manchester Leisure,Water - Metered,29/01/2025,1908681059,United Utilities Water Plc,"£1,024.35"
Manchester City Council,1000,Manchester Leisure,Gas,20/12/2024,1908680738,SEFE ENERGY Ltd,"£1,024.35"
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908666789,Be Caring Manchester,"£1,023.50"
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673641,The Care Company Plus Ltd,"£1,023.50"
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682771,iCare Solutions Manchester Limit,"£1,023.50"
Manchester City Council,1004,Childrens & Education Services,Payments for services,10/12/2024,5105965116,Redacted Personal Information,"£1,023.25"
Manchester City Council,1012,Regeneration Finance,Taxi Vehicle Materia,03/02/2025,5105966372,VIP-System Ltd,"£1,022.00"
Manchester City Council,1000,Manchester Leisure,Goods purchased for resale in Council outlets,18/12/2024,5105965036,Cornflower Ltd,"£1,021.88"
Manchester City Council,1005,Adult Social Care,Home Care ,02/12/2024,1908658023,Westwood Homecare (Northwest) Lt,"£1,021.60"
Manchester City Council,1007,Corporate Services,HH Support Fund,13/12/2024,1908673077,Wisemaster Builders Childcare Ltd,"£1,020.00"
Manchester City Council,1004,Childrens & Education Services,Payments for services,06/12/2024,5105964564,Staff Resources Ltd,"£1,020.00"
Manchester City Council,1007,Corporate Services,HH Support Fund,06/12/2024,1908663556,The Big Life Company,"£1,020.00"
Manchester City Council,1004,Childrens & Education Services,I T Provision,06/12/2024,5105964647,Valtech Limited,"£1,018.80"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908669059,Redacted Personal Information,"£1,018.22"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683853,Redacted Personal Information,"£1,018.22"
Manchester City Council,1005,Adult Social Care,Home Care ,09/12/2024,1908666814,Chrysalis Home Care Group Ltd,"£1,017.75"
Manchester City Council,1013,Highways Services,Payments to Sub-Contractors,02/01/2025,5105966454,Northern Marking Limited,"£1,017.74"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,23/12/2024,1908683561,Redacted Personal Information,"£1,017.10"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,11/12/2024,1908668873,Redacted Personal Information,"£1,017.10"
Manchester City Council,1005,Adult Social Care,Home Care ,02/12/2024,1908658046,Care Quality Services Limited,"£1,017.06"
Manchester City Council,1007,Corporate Services,Cleaning Equipment and Materials,05/12/2024,5105964470,Alliance Disposables Ltd,"£1,017.05"
Manchester City Council,1004,Childrens & Education Services,Third party payments relating to Voluntary Organisations,19/12/2024,1908677992,Little Angels Day Nursery Ltd,"£1,016.25"
Manchester City Council,1011,Chief Executives,Payments to Sub-Contractors,17/12/2024,5105966569,Redacted Personal Information,"£1,015.75"
Manchester City Council,1005,Adult Social Care,Temp Care- Resident,20/12/2024,1908679372,Chestnut House Care Home,"£1,015.71"
Manchester City Council,1005,Adult Social Care,Equipment,16/12/2024,5105965798,Morris & Alexander Ltd,"£1,014.40"
Manchester City Council,1005,Adult Social Care,Day Care Payments,23/12/2024,1908682733,Pure Innovations Ltd,"£1,012.96"
Manchester City Council,1005,Adult Social Care,Day Care Payments,23/12/2024,1908682725,Pure Innovations Ltd,"£1,012.96"
Manchester City Council,1004,Childrens & Education Services,Gas,20/12/2024,1908680864,SEFE ENERGY Ltd,"£1,012.54"
Manchester City Council,1004,Childrens & Education Services,Water - Metered,29/01/2025,1908681185,United Utilities Water Plc,"£1,012.54"
Manchester City Council,1000,Manchester Leisure,Legal Fees,04/12/2024,1908661836,Canter Levin & Berg Solicitors,"£1,012.42"
Manchester City Council,1004,Childrens & Education Services,Transport Coach Hire,06/02/2025,5105967833,The Birtenshaw Group,"£1,012.22"
Manchester City Council,1005,Adult Social Care,Home Care ,23/12/2024,1908682803,iCare Solutions Manchester Limit,"£1,012.00"
Manchester City Council,1005,Adult Social Care,Home Care ,16/12/2024,1908673932,Northstar Home Care Ltd,"£1,012.00"
