Body Name,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,Corporate Services,Refuse Collection,31/10/2024,5105956562,Biffa Municipal Limited,"£58,434.74"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908602861,Oaktree Childcare Ltd,"£58,384.64"
Manchester City Council,Manchester Leisure,Bed & Breakfast Acc,22/10/2024,5105956060,IP Housing,"£58,324.55"
Manchester City Council,Manchester Leisure,I T Provision,22/10/2024,5105955971,TELEFÓNICA TECH NI LTD,"£58,058.95"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,14/10/2024,5105954552,Ove Arup & Partners Ltd,"£57,244.62"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,31/10/2024,5105957714,Pinc College NW,"£56,616.48"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,31/10/2024,5105957715,Pinc College NW,"£56,616.48"
Manchester City Council,Corporate Services,Electricity,10/10/2024,1908602560,M\cr Heat Network Supply Co Ltd,"£56,261.00"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,21/10/2024,1908611846,Premier Care  Ltd,"£56,003.64"
Manchester City Council,Manchester Leisure,Rents,29/10/2024,5105957258,Amco Management,"£56,002.04"
Manchester City Council,Childrens & Education Services,Home Care ,07/10/2024,5105953632,IncludED Learning Ltd,"£55,161.55"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616410,Dell Care Ltd,"£55,100.00"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,31/10/2024,5105956040,Change Grow Live Services Ltd,"£54,918.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908603030,Embrace Care Ltd,"£54,863.19"
Manchester City Council,Corporate Services,Landline Telephone,17/10/2024,5105955187,8x8 UK Ltd,"£54,761.46"
Manchester City Council,Insurance Fund,Insurance,14/10/2024,5105954524,Verlingue Limited,"£53,760.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616085,Brookvale,"£53,555.84"
Manchester City Council,Housing Revenue Account,Council Dwelling Adaptations,14/10/2024,5105954717,Corstorphine & Wright Limited,"£53,527.08"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616461,Homesend Ltd,"£53,447.28"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,29/10/2024,5105957302,Stepping Stone Projects,"£53,022.50"
Manchester City Council,Not assigned,Refund AR overpaids,15/10/2024,1908604580,Evonik Chemicals ltd,"£52,927.12"
Manchester City Council,Environment and Operations,Construction Works,25/10/2024,5105956922,Rosgal Ltd,"£52,872.80"
Manchester City Council,Corporate Services,Landline Telephone,03/10/2024,5105952883,8x8 UK Ltd,"£52,595.31"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616179,Claremont Care Homes,"£52,485.28"
Manchester City Council,Regeneration Finance,Professional fees,07/10/2024,5105953500,Manchester Care & Repair Ltd,"£52,468.75"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,17/10/2024,5105953679,EQUANS Regeneration Limited,"£51,402.18"
Manchester City Council,Highways Services,Payments to Sub-Contractors,18/10/2024,5105952572,Sapphire Utility Solutions,"£51,400.00"
Manchester City Council,Corporate Services,Agency staff provision,18/10/2024,5105955333,Cadence Resourcing Ltd,"£50,664.77"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,04/10/2024,5105953203,Riverside ECHG,"£50,624.00"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,04/10/2024,5105953178,Riverside ECHG,"£50,624.00"
Manchester City Council,Childrens Services,Works and associated costs for Land and Buildings,18/10/2024,5105952563,Warden Construction Ltd,"£50,245.09"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,21/10/2024,1908611840,Premier Care  Ltd,"£50,210.16"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,23/10/2024,5105953807,Manchester Carers Forum,"£50,000.00"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,23/10/2024,5105953808,Manchester Carers Forum,"£50,000.00"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,23/10/2024,5105955280,Afro Carribean Care Group,"£50,000.00"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,11/10/2024,5105954174,Central Mcr Uni Hospital t/a,"£50,000.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,11/10/2024,5105952431,Revolving Doors Housing Trust,"£49,824.75"
Manchester City Council,Chief Executives,Works and associated costs for Land and Buildings,28/10/2024,5105953636,Warden Construction Ltd,"£49,773.67"
Manchester City Council,Childrens & Education Services,Professional Fees,28/10/2024,5105955624,J Greenwood (Builders) Limited,"£49,583.32"
Manchester City Council,Environment and Operations,Construction Works,31/10/2024,5105956073,J.Hopkins (Contractors) Ltd.,"£49,453.41"
Manchester City Council,Childrens & Education Services,Home Care ,18/10/2024,1908610701,Randstad Solutions Ltd,"£49,330.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616271,Redacted Personal Information,"£49,268.44"
Manchester City Council,Manchester Leisure,Electricity,10/10/2024,1908601676,Haven Power Ltd,"£48,957.53"
Manchester City Council,Manchester Leisure,Tipping - Skips,24/10/2024,5105956491,Redgate Holdings Ltd,"£48,547.04"
Manchester City Council,Corporate Services,Fees,04/10/2024,1908577610,Newlyn Plc,"£48,438.05"
Manchester City Council,Adult Social Care,Home Care ,10/10/2024,1908600976,Meridian Health and Social Care Ltd,"£48,250.88"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616274,Lightbowne Hall,"£48,165.84"
Manchester City Council,Childrens & Education Services,Payments for services,07/10/2024,5105953645,Navigators College,"£48,000.00"
Manchester City Council,Adult Social Care,Temp Care - Nursing,25/10/2024,1908616016,Averill House,"£47,943.34"
Manchester City Council,Adult Social Care,Home Care ,28/10/2024,1908617208,Meridian Health and Social Care Ltd,"£47,835.30"
Manchester City Council,Corporate Services,Electricity,14/10/2024,5105953629,Suez Recycling and,"£47,627.07"
Manchester City Council,Manchester Leisure,Legal Fees,09/10/2024,1908597348,Ryans Solicitors Limited. Clients A,"£47,500.00"
Manchester City Council,Housing Revenue Account,Works and associated costs for Land and Buildings,10/10/2024,5105953141,Michael Dyson Associates Limited,"£47,454.15"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,21/10/2024,1908611848,Meridian Health and Social Care Ltd,"£47,112.20"
Manchester City Council,Adult Social Care,Home Care ,10/10/2024,1908600977,Meridian Health and Social Care Ltd,"£47,056.67"
Manchester City Council,Hospitality + Trading Services,Hire of Equipment,08/10/2024,1908593524,CAP TRAC,"£47,005.00"
Manchester City Council,Adult Social Care,Home Care ,14/10/2024,1908604094,Meridian Health and Social Care Ltd,"£46,745.20"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616371,Silverdene Residential Home Ltd,"£46,700.28"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,03/10/2024,5105953127,CW Travel,"£46,605.00"
Manchester City Council,Chief Executives,Postage,14/10/2024,5105952814,Royal Mail Group Plc,"£46,362.40"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908615960,Moor Care (Registered) Ltd,"£46,331.40"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616316,Oak Bank Care Home,"£46,220.40"
Manchester City Council,Chief Executives,Negs/Sols/Ink/Plates,08/10/2024,1908598076,SRA,"£46,189.00"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,14/10/2024,5105953791,The Children'S Society Services Ltd,"£45,261.50"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,04/10/2024,5105953180,Riverside ECHG,"£45,250.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,04/10/2024,1908596312,Cambian Childcare Ltd,"£44,571.43"
Manchester City Council,Manchester Leisure,Special Event,08/10/2024,5105953497,Factory International Trading Servi,"£44,500.00"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,29/10/2024,5105957282,Pinc College NW,"£44,498.92"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,29/10/2024,5105957285,Pinc College NW,"£44,498.92"
Manchester City Council,Corporate Services,ICT Sup & Maintnance,31/10/2024,5105955678,ANS Group Ltd,"£44,492.75"
Manchester City Council,Corporate Services,ICT Sup & Maintnance,31/10/2024,5105955862,ANS Group Ltd,"£44,492.74"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616343,Richmond Care,"£44,279.40"
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,09/10/2024,5105954001,Manchester Van Hire Ltd,"£44,256.04"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616438,Wellington Lodge Rest Home,"£44,232.76"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,09/10/2024,5105953959,Connect AP Ltd,"£43,650.00"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,21/10/2024,1908611838,Meridian Health and Social Care Ltd,"£43,544.48"
Manchester City Council,Environment and Operations,Construction Works,14/10/2024,5105954291,Rosgal Ltd,"£43,211.61"
Manchester City Council,Not assigned,Refund AR overpaids,31/10/2024,1908617821,Canmoor (Manchester) Ltd,"£42,947.30"
Manchester City Council,Regeneration Finance,Rents,14/10/2024,1908602794,CBRE Ltd (Glasgow),"£42,462.50"
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,10/10/2024,5105952569,F.R.Sharrock Ltd,"£42,194.44"
Manchester City Council,Adult Social Care,RNH Permanent Pays,25/10/2024,1908616461,Homesend Ltd,"£42,191.36"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,04/10/2024,5105953175,Riverside ECHG,"£42,000.00"
Manchester City Council,Hospitality + Trading Services,Rents,01/10/2024,1908387905,CBRE Ltd (Glasgow),"£41,891.00"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,17/10/2024,5105955273,Manchester Womens Aid,"£41,666.66"
Manchester City Council,Regeneration Finance,Electricity,10/10/2024,1908601680,Haven Power Ltd,"£41,634.16"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,15/10/2024,5105954757,Egerton High School,"£41,610.00"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616316,Oak Bank Care Home,"£41,597.24"
Manchester City Council,Adult Social Care,Home Care ,23/10/2024,1908613964,Chrysalis Home Care Group Ltd,"£41,551.42"
Manchester City Council,Adult Social Care,Payments for services,15/10/2024,5105954904,Morelife (UK) Ltd,"£41,541.55"
Manchester City Council,Corporate Services,Electricity,10/10/2024,1908601593,Haven Power Ltd,"£41,534.12"
Manchester City Council,Manchester Leisure,Responsive Repairs Work,17/10/2024,5105953682,EQUANS Regeneration Limited,"£41,352.05"
Manchester City Council,Adult Social Care,Home Care ,21/10/2024,1908611931,Fortress Care Limited,"£41,201.76"
Manchester City Council,Manchester Leisure,Special Event,28/10/2024,1908615903,New Century Hall Ltd,"£41,000.00"
Manchester City Council,Childrens & Education Services,Gas,07/10/2024,5105953208,Manchester School Services Limited,"£40,958.55"
Manchester City Council,Adult Social Care,Home Care ,23/10/2024,1908613963,Chrysalis Home Care Group Ltd,"£40,867.57"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,11/10/2024,5105954207,Ove Arup & Partners Ltd,"£40,834.80"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,15/10/2024,1908605853,Kids Unlimited,"£40,751.10"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/10/2024,1908602859,Choices Home for Children Ltd,"£40,714.29"
Manchester City Council,Adult Social Care,Home Care ,14/10/2024,1908604092,Chrysalis Home Care Group Ltd,"£40,687.01"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,25/10/2024,1908616205,City Care Partnership,"£40,656.56"
Manchester City Council,Adult Social Care,Temp Care- Resident,25/10/2024,1908616410,Dell Care Ltd,"£40,631.76"
Manchester City Council,Manchester Leisure,Rents,30/10/2024,5105957350,B & A Properties,"£40,607.14"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,21/10/2024,1908611843,Homecare Support,"£40,572.00"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,21/10/2024,1908611839,Homecare Support,"£40,572.00"
Manchester City Council,Adult Social Care,Extra Care Sheltd HP,21/10/2024,1908611837,Premier Care  Ltd,"£40,554.36"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,29/10/2024,1908618035,Rigg-Tech Ltd,"£40,439.96"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,31/10/2024,1908622471,HC-One No.1 Limited,"£40,300.00"
