Body Name,Business Area and Description,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736572,Redacted Personal Information,"£1,132.20"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720883,Redacted Personal Information,"£1,132.20"
Manchester City Council,1004,Childrens & Education Services,Car Allowance Claims,05/02/2025,1908721155,Redacted Personal Information,"£1,129.46"
Manchester City Council,1011,Chief Executives,Counsel Costs,13/02/2025,1908731828,DEANS COURT CHAMBERS,"£1,129.15"
Manchester City Council,1013,Highways Services,Building Materials for direct delivery,26/02/2025,1908742775,Aggregate Industries T/A Kennedy,"£1,128.62"
Manchester City Council,1005,Adult Social Care,Agency staff provision,24/02/2025,1908740137,Reed Employment Plc,"£1,128.23"
Manchester City Council,1007,Corporate Services,Gas,27/02/2025,1908744173,SEFE ENERGY Ltd,"£1,127.43"
Manchester City Council,1007,Corporate Services,Professional Fees,11/02/2025,5105975101,Keelagher Okey Associates Ltd t/a,"£1,126.00"
Manchester City Council,1000,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",03/02/2025,1908717437,Argos Business Solutions,"£1,125.95"
Manchester City Council,1011,Chief Executives,Counsel Costs,27/02/2025,1908745575,18 St John Street Chambers,"£1,125.00"
Manchester City Council,1011,Chief Executives,Counsel Costs,27/02/2025,1908745598,Five Pump Court Chambers,"£1,125.00"
Manchester City Council,1011,Chief Executives,Counsel Costs,26/02/2025,1908742226,Cobden House Chambers,"£1,125.00"
Manchester City Council,1013,Highways Services,Building Materials for direct delivery,24/02/2025,1908740125,Aggregate Industries T/A Kennedy,"£1,124.57"
Manchester City Council,1000,Manchester Leisure,Housing Rents Debit,24/02/2025,1908738887,Redacted Personal Information,"£1,123.96"
Manchester City Council,1000,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",13/02/2025,1908731145,CREATE DEVELOPMENTS MANC,"£1,122.80"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908737073,Redacted Personal Information,"£1,121.71"
Manchester City Council,1000,Manchester Leisure,Removal and Storage of Furniture,14/02/2025,5105974633,Master Moves Ltd,"£1,121.02"
Manchester City Council,1004,Childrens & Education Services,Ind Budget Payment,20/02/2025,1908738491,Redacted Personal Information,"£1,120.00"
Manchester City Council,1000,Manchester Leisure,Goods purchased for resale in Council outlets,28/02/2025,5105978124,Twisted Vintage Jewellery,"£1,120.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720619,Redacted Personal Information,"£1,117.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736295,Redacted Personal Information,"£1,117.00"
Manchester City Council,1003,Environment and Operations,Construction Works,28/02/2025,5105976864,Salford City Council,"£1,116.59"
Manchester City Council,1000,Manchester Leisure,Electricity,27/02/2025,1908745129,Haven Power Ltd,"£1,115.44"
Manchester City Council,1004,Childrens & Education Services,Third party payments to other Local Authorities,14/02/2025,5105976177,Hulme Hall Grammar School,"£1,115.40"
Manchester City Council,1002,Hospitality + Trading Services,Vehicle Fuel Costs,26/02/2025,5105977588,Standard Fuels Oils,"£1,114.10"
Manchester City Council,1000,Manchester Leisure,Special Event,28/02/2025,5105977379,Redacted Personal Information,"£1,113.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736747,Redacted Personal Information,"£1,112.20"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908721064,Redacted Personal Information,"£1,112.20"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736118,Redacted Personal Information,"£1,112.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720446,Redacted Personal Information,"£1,112.00"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,03/02/2025,5105973771,One Manchester Limited,"£1,109.28"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,03/02/2025,5105973770,One Manchester Limited,"£1,109.28"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,03/02/2025,5105973768,One Manchester Limited,"£1,109.28"
Manchester City Council,1005,Adult Social Care,Supported Accommodation,03/02/2025,5105973764,One Manchester Limited,"£1,109.28"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720955,Redacted Personal Information,"£1,108.80"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736640,Redacted Personal Information,"£1,108.80"
Manchester City Council,1004,Childrens & Education Services,Childminding Fee Pay,20/02/2025,1908738838,BUSY BEES,"£1,106.70"
Manchester City Council,1013,Highways Services,Purchase of stores for re-distribution,19/02/2025,5105976570,C&L CIVILS,"£1,104.32"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736303,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736394,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736156,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720859,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908721197,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736546,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720454,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736164,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908721209,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736126,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736921,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720483,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736159,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720982,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736402,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908721162,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720719,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908721162,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736933,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736871,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736871,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908721160,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908721354,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736167,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720492,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720488,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736666,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720472,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720455,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736127,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720406,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908721321,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720627,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736911,Redacted Personal Information,"£1,104.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736145,Redacted Personal Information,"£1,104.00"
Manchester City Council,1007,Corporate Services,WPS Awards,18/02/2025,5105973927,Furniture Resource Centre Ltd,"£1,101.43"
Manchester City Council,1006,Childrens Services,Apprenticeship Levy,28/02/2025,1908745701,HM Revenue & Customs,"£1,100.97"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736528,Redacted Personal Information,"£1,100.14"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720840,Redacted Personal Information,"£1,100.14"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736929,Redacted Personal Information,"£1,100.05"
Manchester City Council,1000,Manchester Leisure,"Consumable items eg Toilet rolls, soap etc",13/02/2025,1908731265,SQ *AM7 GROUP LTD,"£1,100.00"
Manchester City Council,1011,Chief Executives,Counsel Costs,27/02/2025,1908745498,Central Chambers,"£1,100.00"
Manchester City Council,1006,Childrens Services,Apprenticeship Levy,28/02/2025,1908745701,HM Revenue & Customs,"£1,099.75"
Manchester City Council,1007,Corporate Services,Cleaning Equipment and Materials,14/02/2025,5105976363,Alliance Disposables Ltd,"£1,099.00"
Manchester City Council,1000,Manchester Leisure,Electricity,27/02/2025,1908744671,Haven Power Ltd,"£1,096.51"
Manchester City Council,1004,Childrens & Education Services,Payments for services,07/02/2025,5105974788,Staff Resources Ltd,"£1,096.50"
Manchester City Council,1013,Highways Services,Professional Fees,28/02/2025,5105978109,Equisys Timemaster Ltd,"£1,095.00"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736643,Redacted Personal Information,"£1,094.90"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720958,Redacted Personal Information,"£1,094.90"
Manchester City Council,1005,Adult Social Care,Payments for services,12/02/2025,1908729720,The Pharmacy Group Corporation Ltd,"£1,094.70"
Manchester City Council,1013,Highways Services,Grounds Maintenance,28/02/2025,5105975516,Conservation Building Services Ltd,"£1,093.53"
Manchester City Council,1013,Highways Services,Building Materials for direct delivery,24/02/2025,1908740127,Aggregate Industries T/A Kennedy,"£1,092.78"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,18/02/2025,1908734558,Reed Employment Plc,"£1,091.49"
Manchester City Council,1000,Manchester Leisure,Agency staff provision,04/02/2025,1908718471,Reed Employment Plc,"£1,091.48"
Manchester City Council,1007,Corporate Services,Vehicle Plant Furniture and Equipment,24/02/2025,5105977328,H Jenkinson & Co Ltd.,"£1,090.25"
Manchester City Council,1000,Manchester Leisure,Furniture,04/02/2025,5105973827,Rtech Group Limited,"£1,090.00"
Manchester City Council,1002,Hospitality + Trading Services,Vehicle Fuel Costs,19/02/2025,5105976659,Standard Fuels Oils,"£1,088.79"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908721318,Redacted Personal Information,"£1,087.43"
Manchester City Council,1010,Housing Revenue Account,Gas,27/02/2025,1908744148,SEFE ENERGY Ltd,"£1,084.19"
Manchester City Council,1000,Manchester Leisure,Electricity,27/02/2025,1908744661,Haven Power Ltd,"£1,081.84"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720566,Redacted Personal Information,"£1,081.64"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736239,Redacted Personal Information,"£1,081.64"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,05/02/2025,1908720822,Redacted Personal Information,"£1,080.30"
Manchester City Council,1004,Childrens & Education Services,Foster Payments,19/02/2025,1908736509,Redacted Personal Information,"£1,080.30"
Manchester City Council,1005,Adult Social Care,Agency staff provision,18/02/2025,1908734558,Reed Employment Plc,"£1,080.09"
Manchester City Council,1000,Manchester Leisure,Goods purchased for resale in Council outlets,10/02/2025,5105974978,Cornflower Ltd,"£1,080.00"
Manchester City Council,1012,Regeneration Finance,I T Provision,17/02/2025,5105976351,Manchester Settlement,"£1,080.00"
