Body Name,Service Area,Expenses type,Invoice Payment Date,Transaction Number,Supplier Name,Net Amount
Manchester City Council,Corporate Services,Fees,19/11/2024,1908633081,Jacobs Enforcement Ltd,"£15,578.00"
Manchester City Council,Corporate Services,Postage,12/11/2024,5105959749,Royal Mail Group Plc,"£15,576.71"
Manchester City Council,Environment and Operations,Construction Works,14/11/2024,5105958452,Dowhigh Ltd,"£15,539.19"
Manchester City Council,Environment and Operations,Construction Works,06/11/2024,5105958450,Dowhigh Ltd,"£15,539.19"
Manchester City Council,Adult Social Care,Supported Accommodation,19/11/2024,1908638647,The Crescent,"£15,507.36"
Manchester City Council,Manchester Leisure,Rents,08/11/2024,5105958966,The Whiteluck Group,"£15,498.00"
Manchester City Council,Adult Social Care,Grant and subscriptions awarded,21/11/2024,5105961775,Jigsaw Homes North,"£15,466.76"
Manchester City Council,Adult Social Care,Day Care Payments,07/11/2024,5105958729,Age Concern Manchester,"£15,461.56"
Manchester City Council,Adult Social Care,Supported Accommodation,04/11/2024,1908624123,Mediline Supported Living,"£15,433.44"
Manchester City Council,Environment and Operations,Construction Works,06/11/2024,5105958414,J.Hopkins (Contractors) Ltd.,"£15,387.90"
Manchester City Council,Manchester Leisure,Electricity,14/11/2024,1908636252,Haven Power Ltd,"£15,380.34"
Manchester City Council,Adult Social Care,Supporting People Payments,29/11/2024,5105960881,Great Places Housing Association,"£15,369.85"
Manchester City Council,Adult Social Care,Supported Accommodation,11/11/2024,1908629425,Standwalk Ltd,"£15,366.10"
Manchester City Council,Adult Social Care,Supported Accommodation,19/11/2024,1908638650,The Crescent,"£15,363.96"
Manchester City Council,Adult Social Care,RNH Permanent Pays,22/11/2024,1908642687,Adswood Lodge Health Care Ltd,"£15,347.32"
Manchester City Council,Adult Social Care,RNH Permanent Pays,22/11/2024,1908642537,Moston Grange,"£15,253.28"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,25/11/2024,5105962228,MCR Blackcab Ltd,"£15,253.07"
Manchester City Council,Highways Services,Professional Fees,25/11/2024,5105962146,Henderson Thomas Associates Ltd,"£15,242.27"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631552,Central Mcr Uni Hospital t/a,"£15,218.77"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,22/11/2024,1908642429,Gorton Parks Res.& Nursing Home,"£15,189.20"
Manchester City Council,Housing General Fund,Building Works,29/11/2024,1908657488,UPS Building & Maintenance Ltd,"£15,127.45"
Manchester City Council,Corporate Services,Agency staff provision,07/11/2024,5105958786,Triad Resourcing,"£15,120.00"
Manchester City Council,Manchester Leisure,Refuse Collection,21/11/2024,5105958142,Biffa Municipal Limited,"£15,103.33"
Manchester City Council,Childrens & Education Services,Payments for services,13/11/2024,5105960041,HM Prison and Probation Service,"£15,079.00"
Manchester City Council,Corporate Services,Fees,06/11/2024,1908620976,Bristow & Sutor,"£15,077.95"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631544,Network Nurseries Limited,"£15,042.21"
Manchester City Council,Housing General Fund,Building Works,14/11/2024,1908628870,Carebase,"£15,040.00"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,13/11/2024,5105959755,4CT Limited,"£15,000.00"
Manchester City Council,Regeneration Finance,Legal Fees,22/11/2024,1908638313,Landmark Chambers,"£15,000.00"
Manchester City Council,Regeneration Finance,Professional fees,29/11/2024,5105962550,Savills (UK) Ltd,"£15,000.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,11/11/2024,5105959315,Ramboll UK Limited,"£15,000.00"
Manchester City Council,Regeneration Finance,Professional fees,28/11/2024,5105962591,CBRE Limited (London),"£15,000.00"
Manchester City Council,Hospitality + Trading Services,Compensation Payments,11/11/2024,1908623663,Thompsons Solicitors,"£15,000.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,11/11/2024,5105959314,Ramboll UK Limited,"£15,000.00"
Manchester City Council,Manchester Leisure,Professional fees,29/11/2024,5105963149,Oldham Borough Council,"£15,000.00"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,12/11/2024,5105958063,Pell Frischmann Consultants Ltd,"£14,977.14"
Manchester City Council,Manchester Leisure,Equipment,11/11/2024,5105959471,MGB Plastics Limited,"£14,976.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/11/2024,1908630033,Roc Northwest Ltd,"£14,945.90"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,22/11/2024,1908642555,Clifton House,"£14,936.84"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908630712,Hillcity Day Nursery,"£14,926.87"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,12/11/2024,5105959605,Greater Manchester Mental Health,"£14,917.00"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,12/11/2024,5105959606,Greater Manchester Mental Health,"£14,917.00"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,12/11/2024,5105959607,Greater Manchester Mental Health,"£14,917.00"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,01/11/2024,5105957890,Greater Manchester Mental Health,"£14,917.00"
Manchester City Council,Adult Social Care,Third party payments to Health Authority,12/11/2024,5105959608,Greater Manchester Mental Health,"£14,917.00"
Manchester City Council,Housing General Fund,Building Works,01/11/2024,1908623195,UPS Building & Maintenance Ltd,"£14,869.28"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,29/11/2024,5105957886,Barnard Castle School,"£14,825.00"
Manchester City Council,Adult Social Care,Supported Accommodation,11/11/2024,1908629039,Future Directions CIC,"£14,819.56"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/11/2024,1908629882,Care Today Childrens Services,"£14,767.20"
Manchester City Council,Adult Social Care,Temp Care- Resident,22/11/2024,1908642546,Next Steps,"£14,756.28"
Manchester City Council,Adult Social Care,Temp Care- Resident,22/11/2024,1908642545,Next Steps,"£14,756.28"
Manchester City Council,Adult Social Care,Temp Care- Resident,22/11/2024,1908642547,Next Steps,"£14,756.28"
Manchester City Council,Adult Social Care,Temp Care- Resident,22/11/2024,1908642548,Next Steps,"£14,756.28"
Manchester City Council,Adult Social Care,Temp Care- Resident,22/11/2024,1908642549,Next Steps,"£14,756.28"
Manchester City Council,Adult Social Care,Home Care ,25/11/2024,1908643691,Premier Care  Ltd,"£14,749.33"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,22/11/2024,1908642387,Redacted Personal Information,"£14,686.12"
Manchester City Council,Environment and Operations,Construction Works,06/11/2024,5105958424,J.Hopkins (Contractors) Ltd.,"£14,682.95"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631662,Superkids Levenshulme Ltd,"£14,672.14"
Manchester City Council,Adult Social Care,Supported Accommodation,19/11/2024,1908638531,City Care Partnership Ltd,"£14,643.48"
Manchester City Council,Adult Social Care,Supported Accommodation,25/11/2024,1908643500,City Care Partnership Ltd,"£14,643.48"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,06/11/2024,5105958610,Community on Solid Ground,"£14,640.00"
Manchester City Council,Manchester Leisure,Electricity,14/11/2024,1908636190,Haven Power Ltd,"£14,631.00"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,22/11/2024,1908643015,Aontacht Ltd,"£14,620.00"
Manchester City Council,Manchester Leisure,Rents,14/11/2024,5105960457,Mack Residential Letting Ltd,"£14,609.18"
Manchester City Council,Corporate Services,Elec Car L-VAT contr,01/11/2024,1908623682,Northumbria Healthcare NHS FT,"£14,592.07"
Manchester City Council,Childrens & Education Services,Grant and subscriptions awarded,29/11/2024,5105961957,Remedi,"£14,583.33"
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,27/11/2024,5105961940,Manchester Womens Aid,"£14,576.91"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908630732,Little Spuds Day Nursery,"£14,570.72"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,22/11/2024,1908642230,Abbotsford Nursing Home,"£14,566.12"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,22/11/2024,1908642387,Redacted Personal Information,"£14,566.12"
Manchester City Council,Adult Social Care,Residential Care Homes Payments,22/11/2024,1908642598,SignHealth,"£14,560.60"
Manchester City Council,Adult Social Care,Home Care ,29/11/2024,1908657596,Premier Care  Ltd,"£14,539.37"
Manchester City Council,Corporate Services,Water - Metered,21/11/2024,1908641170,Anglian Water Business (National),"£14,506.46"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,20/11/2024,5105960717,DISC Ltd,"£14,495.83"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,11/11/2024,5105959512,Progress Schools Ltd,"£14,469.33"
Manchester City Council,Childrens & Education Services,Residential Care Homes Payments,11/11/2024,1908630029,Roc Northwest Ltd,"£14,463.77"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908630682,DeeDee's Childcare Limited,"£14,407.31"
Manchester City Council,Adult Social Care,Supported Accommodation,19/11/2024,1908638672,Gian Healthcare Ltd,"£14,403.24"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908630675,Wisemaster Builders Childcare Ltd,"£14,361.22"
Manchester City Council,Environment and Operations,Construction Works,29/11/2024,5105963034,J.Hopkins (Contractors) Ltd.,"£14,351.56"
Manchester City Council,Corporate Services,Professional fees,08/11/2024,5105958062,Turner & Townsend Cost,"£14,319.00"
Manchester City Council,Adult Social Care,Supported Accommodation,04/11/2024,1908624131,Mediline Supported Living,"£14,302.44"
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,11/11/2024,5105959375,Mace Ltd,"£14,297.03"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,27/11/2024,5105961937,Manchester Womens Aid,"£14,284.83"
Manchester City Council,Corporate Services,Professional Fees,29/11/2024,5105963561,Verint Systems UK Ltd,"£14,275.98"
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,07/11/2024,5105958859,Hilldale Housing Association,"£14,273.87"
Manchester City Council,Adult Social Care,Home Care ,29/11/2024,1908657622,Chrysalis Home Care Group Ltd,"£14,231.24"
Manchester City Council,Corporate Services,Hire of Equipment,20/11/2024,5105961257,Flowbird Smart City Uk Ltd,"£14,193.93"
Manchester City Council,Corporate Services,Hire of Equipment,18/11/2024,5105960871,Flowbird Smart City Uk Ltd,"£14,193.93"
Manchester City Council,Childrens & Education Services,Third party payments to other Local Authorities,20/11/2024,5105961129,Audenshaw School Academy Trust,"£14,174.80"
Manchester City Council,Childrens & Education Services,Transport Coach Hire,21/11/2024,5105961610,New City Cars Ltd,"£14,164.00"
Manchester City Council,Childrens & Education Services,Third party payments relating to Voluntary Organisations,12/11/2024,1908631511,Brighter Beginnings Fallowfield,"£14,149.69"
Manchester City Council,Corporate Services,Electricity,14/11/2024,1908636216,Haven Power Ltd,"£14,148.10"
Manchester City Council,Adult Social Care,Home Care ,11/11/2024,1908629385,Homecare Support,"£14,135.56"
Manchester City Council,Environment and Operations,Construction Works,06/11/2024,5105958421,J.Hopkins (Contractors) Ltd.,"£14,132.87"
Manchester City Council,Manchester Leisure,Cleaning Equipment and Materials,25/11/2024,5105962180,Redgate Holdings Ltd,"£14,099.30"
Manchester City Council,Highways Services,Payments to Sub-Contractors,29/11/2024,5105961350,Rosgal Ltd,"£14,075.00"
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,06/11/2024,5105958314,Standard Fuels Oils,"£14,069.15"
Manchester City Council,Adult Social Care,Home Care ,29/11/2024,1908657623,Chrysalis Home Care Group Ltd,"£14,060.67"
Manchester City Council,Adult Social Care,Supported Accommodation,04/11/2024,1908624098,Creative Support Ltd,"£14,052.96"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,08/11/2024,5105958954,DISC Ltd,"£14,033.24"
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,20/11/2024,5105960715,DISC Ltd,"£14,033.16"
Manchester City Council,Adult Social Care,Supported Accommodation,11/11/2024,1908629065,Future Directions CIC,"£14,032.38"
Manchester City Council,Adult Social Care,Home Care ,15/11/2024,1908638091,Chrysalis Home Care Group Ltd,"£14,001.26"
Manchester City Council,Manchester Leisure,Special Event,14/11/2024,5105960078,Transport for Greater Manchester,"£14,000.00"
Manchester City Council,Regeneration Finance,Professional Fees,29/11/2024,5105960889,Place Partners Ltd,"£14,000.00"
